이러닝	chironit	chironit	电子学习 (教育)
마감일	makangchim	makangchim	截止日期 (教育)
보고서	[ˈpo̞(ː)ɡo̞sʰʌ̹]	[ˈpo̞(ː)ɡo̞sʰʌ̹]	报告 (教育)
피드백	[pʰidɯbɛk̚]	[pʰidɯbɛk̚]	反馈 (教育)
학년도	aknyontu	aknyontu	学年： (教育)
수학여행	[sʰuɦa̠ŋɲʌ̹ɦɛŋ]	[sʰuɦa̠ŋɲʌ̹ɦɛŋ]	修学旅行 (教育)
창피하다	[t͡ɕʰa̠ŋpʰiɦa̠da̠]	[t͡ɕʰa̠ŋpʰiɦa̠da̠]	尴尬 (情感)
자랑스럽다	[t͡ɕa̠ɾa̠ŋsʰɯɾʌ̹p̚t͈a̠]	[t͡ɕa̠ɾa̠ŋsʰɯɾʌ̹p̚t͈a̠]	自豪 (情感)
혼란스럽다	[ˈɸʷo̞(ː)ɭɭa̠nsʰɯɾʌ̹p̚t͈a̠]	[ˈɸʷo̞(ː)ɭɭa̠nsʰɯɾʌ̹p̚t͈a̠]	困惑 (情感)
답답하다	[ta̠p̚t͈a̠pʰa̠da̠]	[ta̠p̚t͈a̠pʰa̠da̠]	沮丧 (情感)
안도하다	chantuata	chantuata	放心的 (情感)
만족스럽다	[ma̠ɲd͡ʑo̞ks͈ɯɾʌ̹p̚t͈a̠]	[ma̠ɲd͡ʑo̞ks͈ɯɾʌ̹p̚t͈a̠]	操作内容 (情感)
충격받다	pitkyokpakta	pitkyokpakta	震惊 (情感)
후회하다	[ˈɸʷu(ː)βwe̞ɦa̠da̠]	[ˈɸʷu(ː)βwe̞ɦa̠da̠]	遗憾的 (情感)
다정하다	[ta̠d͡ʑʌ̹ŋɦa̠da̠]	[ta̠d͡ʑʌ̹ŋɦa̠da̠]	温情 (情感)
압도되다	changtutwita	changtutwita	不知所措 (情绪)
씁쓸하다	[s͈ɯps͈ɯɾɦa̠da̠]	[s͈ɯps͈ɯɾɦa̠da̠]	苦涩 (情绪)
부끄럽다	[puk͈ɯɾʌ̹p̚t͈a̠]	[puk͈ɯɾʌ̹p̚t͈a̠]	羞愧 (情绪)
두렵다	[tuɾjʌ̹p̚t͈a̠]	[tuɾjʌ̹p̚t͈a̠]	恐惧 (情绪)
불안정하다	pimchankotata	pimchankotata	不安全感 (情绪)
절망하다	kommatata	kommatata	绝望 (情绪)
멍하다	[ˈmɘ(ː)ŋɦa̠da̠]	[ˈmɘ(ː)ŋɦa̠da̠]	茫然 (情绪)
열정적이다	chyomkotkokchita	chyomkotkokchita	热情 (情绪)
평온하다	[pʰjʌ̹ŋo̞nɦa̠da̠]	[pʰjʌ̹ŋo̞nɦa̠da̠]	宁静 (情绪)
짜릿하다	[t͡ɕ͈a̠ɾitʰa̠da̠]	[t͡ɕ͈a̠ɾitʰa̠da̠]	激动 (情绪)
우중충하다	[ud͡ʑuŋt͡ɕʰuŋɦa̠da̠]	[ud͡ʑuŋt͡ɕʰuŋɦa̠da̠]	阴郁 (情绪)
침울하다	[t͡ɕʰimuɾɦa̠da̠]	[t͡ɕʰimuɾɦa̠da̠]	阴沉 (情感)
낙담하다	naktangata	naktangata	垂头丧气 (情感)
절박하다	kompakata	kompakata	绝望 (情感)
그리워하다	[kɯɾiwʌ̹ɦa̠da̠]	[kɯɾiwʌ̹ɦa̠da̠]	渴望 (情感)
울먹이다	chimmokchita	chimmokchita	哭 (情感)
흥분하다	[xɯŋbunɦa̠da̠]	[xɯŋbunɦa̠da̠]	浮躁？ (情感)
겸손하다	[kjʌ̹msʰo̞nɦa̠da̠]	[kjʌ̹msʰo̞nɦa̠da̠]	谦逊 (情感)
쑥스럽다	cikngerongta	cikngerongta	迎头痛击 (情感)
대담하다	tetangata	tetangata	加粗 (情感)
훈훈하다	[ɸʷunβunɦa̠da̠]	[ɸʷunβunɦa̠da̠]	治愈向 (情感)
뿌듯하다	sitetata	sitetata	已履约 (情感)
역겹다	[jʌ̹k̚k͈jʌ̹p̚t͈a̠]	[jʌ̹k̚k͈jʌ̹p̚t͈a̠]	恶心 (情绪)
비참하다	[ˈpi(ː)t͡ɕʰa̠mɦa̠da̠]	[ˈpi(ː)t͡ɕʰa̠mɦa̠da̠]	悲惨 (情绪)
순두부찌개	[sʰundubut͡ɕ͈iɡɛ]	[sʰundubut͡ɕ͈iɡɛ]	嫩豆腐锅 (食物)
된장찌개	[ˈtwe̞(ː)ɲd͡ʑa̠ŋt͡ɕ͈iɡɛ]	[ˈtwe̞(ː)ɲd͡ʑa̠ŋt͡ɕ͈iɡɛ]	豆酱锅 (食物)
설렁탕	[sʰʌ̹ɭɭʌ̹ŋtʰa̠ŋ]	[sʰʌ̹ɭɭʌ̹ŋtʰa̠ŋ]	雪浓汤 (食物)
해물파전	emimakon	emimakon	海鲜葱饼 (食物)
떡	[t͈ʌ̹k̚]	[t͈ʌ̹k̚]	年糕 (食物)
콩국수	hutkikngi	hutkikngi	豆浆冷面 (食物)
고추장	[ko̞t͡ɕʰud͡ʑa̠ŋ]	[ko̞t͡ɕʰud͡ʑa̠ŋ]	韩式辣椒酱 (食物)
반찬	[pa̠ɲt͡ɕʰa̠n]	[pa̠ɲt͡ɕʰa̠n]	小菜 (食物)
짬뽕	[t͡ɕ͈a̠mp͈o̞ŋ]	[t͡ɕ͈a̠mp͈o̞ŋ]	海鲜辣汤面 (食物)
해물탕	emimat	emimat	海鲜汤 (食物)
닭갈비	[ta̠k̚k͈a̠ɭbi]	[ta̠k̚k͈a̠ɭbi]	辣炒鸡排 (食物)
식혜	[ɕʰicçe̞]	[ɕʰicçe̞]	甜米酒（韩国传统饮品） (食物)
순대	[sʰundɛ]	[sʰundɛ]	圣代 (食物)
양념	[ja̠ŋɲʌ̹m]	[ja̠ŋɲʌ̹m]	韩式辣椒酱 (食物)
응원할게요	chetchenamkechy	chetchenamkechy	我支持你 (问候)
자랑스러워요	karatngerochechy	karatngerochechy	我为你感到骄傲 (问候语)
별말씀을요	pyommamcengchemchy	pyommamcengchemchy	不客气 (问候语)
미세먼지	[misʰe̞mʌ̹ɲd͡ʑi]	[misʰe̞mʌ̹ɲd͡ʑi]	细悬浮微粒 / 空气污染 (自然)
태풍	[tʰɛpʰuŋ]	[tʰɛpʰuŋ]	台风 (自然)
들판	[ˈtɯ(ː)ɭpʰa̠n]	[ˈtɯ(ː)ɭpʰa̠n]	田野／草地 (自然)
지진	[t͡ɕid͡ʑin]	[t͡ɕid͡ʑin]	地震 (自然)
동굴	[ˈto̞(ː)ŋɡuɭ]	[ˈto̞(ː)ŋɡuɭ]	洞穴 (自然)
논	[no̞n]	[no̞n]	稻田 (自然)
프로포즈	eruuke	eruuke	求婚 (关系)
헤어지다	[he̞ʌ̹d͡ʑida̠]	[he̞ʌ̹d͡ʑida̠]	分手 (人际关系)
소개팅	[sʰo̞ɡɛtʰiŋ]	[sʰo̞ɡɛtʰiŋ]	相亲 (人际关系)
고백	[ˈko̞(ː)bɛk̚]	[ˈko̞(ː)bɛk̚]	告白 (人际关系)
다투다	[ta̠tʰuda̠]	[ta̠tʰuda̠]	争吵／吵架 (人际关系)
화해하다	[ɸwa̠ɦɛɦa̠da̠]	[ɸwa̠ɦɛɦa̠da̠]	和好（吵架后） (人际关系)
신뢰	[ˈɕʰi(ː)ɭɭwe̞]	[ˈɕʰi(ː)ɭɭwe̞]	信任 (人际关系)
지지하다	[t͡ɕid͡ʑiɦa̠da̠]	[t͡ɕid͡ʑiɦa̠da̠]	支持 (人际关系)
시댁	[ɕʰidɛk̚]	[ɕʰidɛk̚]	姻亲 (人际关系)
멘토	[me̞ntʰo̞]	[me̞ntʰo̞]	导师 (人际关系)
의리	[ˈɰi(ː)ɾi]	[ˈɰi(ː)ɾi]	忠诚 (人际关系)
득템	[tɯk̚tʰe̞m]	[tɯk̚tʰe̞m]	讨价还价/优惠 (购物)
한정판	ankotan	ankotan	限量版 (购物)
가짜	[ˈka̠(ː)t͡ɕ͈a̠]	[ˈka̠(ː)t͡ɕ͈a̠]	假冒/假冒 (购物)
흥정	[xɯŋd͡ʑʌ̹ŋ]	[xɯŋd͡ʑʌ̹ŋ]	讨价还价/讨价还价 (购物)
찜질방	[t͡ɕ͈imd͡ʑiɭba̠ŋ]	[t͡ɕ͈imd͡ʑiɭba̠ŋ]	韩国汗蒸房 (旅行)
우리	[uɾi]	[uɾi]	我们/我们的 (文化)
멀티플레이어	momiemrechicho	momiemrechicho	멀티플레이어 (文化)
연습생	chyonngengnget	chyonngengnget	韩国流行音乐学员 (文化)
기획사	kiwiknga	kiwiknga	娱乐公司 (文化)
안티팬	chanien	chanien	黑粉 (文化)
군대	[kundɛ]	[kundɛ]	兵役 (文化)
네티즌	[ne̞tʰid͡ʑɯn]	[ne̞tʰid͡ʑɯn]	网民 (文化)
콘셉트	[kʰo̞nsʰe̞p̚tʰɯ]	[kʰo̞nsʰe̞p̚tʰɯ]	偶像概念 (文化)
안무	[ˈa̠(ː)nmu]	[ˈa̠(ː)nmu]	编舞 (文化)
응원법	[ˈɯ(ː)ŋwʌ̹nbʌ̹p̚]	[ˈɯ(ː)ŋwʌ̹nbʌ̹p̚]	粉丝呐喊 (文化)
스트리밍	[sʰɯtʰɯɾimiŋ]	[sʰɯtʰɯɾimiŋ]	串流（音乐） (文化)
시상식	ngingatngik	ngingatngik	颁奖典礼 (文化)
사극	[ˈsʰa̠(ː)ɡɯk̚]	[ˈsʰa̠(ː)ɡɯk̚]	历史剧 (文化)
워라밸	[wʌ̹ɾa̠bɛɭ]	[wʌ̹ɾa̠bɛɭ]	工作与生活平衡 (文化)
콩글리시	[kʰo̞ŋɡɯʎʎiɕʰi]	[kʰo̞ŋɡɯʎʎiɕʰi]	韩式英语（Konglish） (文化)
떡국	[t͈ʌ̹k̚k͈uk̚]	[t͈ʌ̹k̚k͈uk̚]	新年年糕汤传统 (文化)
당황스러운	tatwtngerochin	tatwtngerochin	慌乱 (情绪)
감동받은	kangtutpakchen	kangtutpakchen	深受感动 (情绪)
갈비탕	[ka̠ɭbitʰa̠ŋ]	[ka̠ɭbitʰa̠ŋ]	排骨汤 (食物)
오미자차	chumikapa	chumikapa	五味子茶 (食物)
부대찌개	[pudɛt͡ɕ͈iɡɛ]	[pudɛt͡ɕ͈iɡɛ]	部队锅 (食物)
족발	[t͡ɕo̞k̚p͈a̠ɭ]	[t͡ɕo̞k̚p͈a̠ɭ]	酱炖猪脚 (食物)
보쌈	[po̞s͈a̠m]	[po̞s͈a̠m]	水煮猪肉片 (食物)
들기름	[tɯɭɡiɾɯm]	[tɯɭɡiɾɯm]	紫苏油 (食物)
조수	[ˈt͡ɕo̞(ː)sʰu]	[ˈt͡ɕo̞(ː)sʰu]	潮汐 (自然)
갯벌	[kɛt̚p͈ʌ̹ɭ]	[kɛt̚p͈ʌ̹ɭ]	潮间带 (自然)
폭염	[pʰo̞ɡjʌ̹m]	[pʰo̞ɡjʌ̹m]	热浪 (自然)
서리	[sʰʌ̹ɾi]	[sʰʌ̹ɾi]	霜 (自然)
우박	[ˈu(ː)ba̠k̚]	[ˈu(ː)ba̠k̚]	冰雹 (自然)
한파	[ha̠npʰa̠]	[ha̠npʰa̠]	寒潮 (自然)
화산	[ˈɸwa̠(ː)sʰa̠n]	[ˈɸwa̠(ː)sʰa̠n]	火山 (自然)
절벽	[t͡ɕʌ̹ɭbjʌ̹k̚]	[t͡ɕʌ̹ɭbjʌ̹k̚]	悬崖 (自然)
연꽃	[jʌ̹nk͈o̞t̚]	[jʌ̹nk͈o̞t̚]	莲花 (自然)
진달래	[t͡ɕinda̠ɭɭɛ]	[t͡ɕinda̠ɭɭɛ]	金达莱花 (自然)
나물	[na̠muɭ]	[na̠muɭ]	香草 / 野菜 (自然)
꽃가루	[k͈o̞t̚k͈a̠ɾu]	[k͈o̞t̚k͈a̠ɾu]	花粉 (自然)
반딧불이	[pa̠ndit̚p͈uɾi]	[pa̠ndit̚p͈uɾi]	萤火虫 (自然)
사슴	[sʰa̠sʰɯm]	[sʰa̠sʰɯm]	鹿 (自然)
멧돼지	[me̞t̚t͈wɛd͡ʑi]	[me̞t̚t͈wɛd͡ʑi]	野猪 (自然)
학	[ha̠k̚]	[ha̠k̚]	起重机 (自然)
해녀	[ˈhɛ(ː)ɲʌ̹]	[ˈhɛ(ː)ɲʌ̹]	海女（济州潜水采捞女性） (自然)
철새	[t͡ɕʰʌ̹ɭs͈ɛ]	[t͡ɕʰʌ̹ɭs͈ɛ]	鸟类迁徙 (自然)
도토리	[to̞tʰo̞ɾi]	[to̞tʰo̞ɾi]	栓皮栎 (自然)
습지	[sʰɯp̚t͡ɕ͈i]	[sʰɯp̚t͡ɕ͈i]	湿地 (自然)
초원	[t͡ɕʰo̞wʌ̹n]	[t͡ɕʰo̞wʌ̹n]	草原 (自然)
자갈	[t͡ɕa̠ɡa̠ɭ]	[t͡ɕa̠ɡa̠ɭ]	鹅卵石 (自然)
황사	[ɸwa̠ŋsʰa̠]	[ɸwa̠ŋsʰa̠]	黄沙 (自然)
의지하다	[ɰid͡ʑiɦa̠da̠]	[ɰid͡ʑiɦa̠da̠]	依赖 / 依靠某人 (人际关系)
타임세일	achingngechim	achingngechim	限时特卖 (购物)
보증서	puketngo	puketngo	保证书 (购物)
트로트	[tʰɯɾo̞tʰɯ]	[tʰɯɾo̞tʰɯ]	演歌 (文化)
육개장	[juk̚k͈ɛd͡ʑa̠ŋ]	[juk̚k͈ɛd͡ʑa̠ŋ]	辣牛肉汤 (食物)
산호	[sʰa̠nβo̞]	[sʰa̠nβo̞]	珊瑚 (自然)
목련	[mo̞ŋɲʌ̹n]	[mo̞ŋɲʌ̹n]	木兰花 (自然)
아카시아	[a̠kʰa̠ɕʰia̠]	[a̠kʰa̠ɕʰia̠]	刺槐树 (自然)
해풍	eit	eit	海风 (自然)
오픈마켓	chuenmahet	chuenmahet	开放式市场 (购物)
캐시백	hengipek	hengipek	现金回馈 (购物)
충동구매	pittutkime	pittutkime	冲动购物 (购物)
곶감	[ko̞t̚k͈a̠m]	[ko̞t̚k͈a̠m]	柿饼 (食物)
이슬	[isʰɯɭ]	[isʰɯɭ]	露水 (自然)
청혼	[t͡ɕʰʌ̹ŋβo̞n]	[t͡ɕʰʌ̹ŋβo̞n]	求婚 (人际关系)
질투	[t͡ɕiɭtʰu]	[t͡ɕiɭtʰu]	嫉妒 (人际关系)
용서	[joŋsʰʌ̹]	[joŋsʰʌ̹]	宽恕 (人际关系)
사과	[sʰa̠ɡwa̠]	[sʰa̠ɡwa̠]	道歉 (人际关系)
화해	[ɸwa̠ɦɛ]	[ɸwa̠ɦɛ]	和好 (人际关系)
재결합	kekyomang	kekyomang	复合 (人际关系)
배신	[ˈpɛ(ː)ɕʰin]	[ˈpɛ(ː)ɕʰin]	背叛 (人际关系)
격려	[kjʌ̹ŋɲʌ̹]	[kjʌ̹ŋɲʌ̹]	鼓励 (人际关系)
위로	[ɥiɾo̞]	[ɥiɾo̞]	安慰 (人际关系)
차단하다	[ˈt͡ɕʰa̠(ː)da̠nɦa̠da̠]	[ˈt͡ɕʰa̠(ː)da̠nɦa̠da̠]	封锁 (人际关系)
존경하다	[t͡ɕo̞nɡjʌ̹ŋɦa̠da̠]	[t͡ɕo̞nɡjʌ̹ŋɦa̠da̠]	钦佩 (人际关系)
놀리다	[no̞ʎʎida̠]	[no̞ʎʎida̠]	开玩笑 (人际关系)
서약	[ˈsʰɘ(ː)ja̠k̚]	[ˈsʰɘ(ː)ja̠k̚]	誓言 (人际关系)
헌신	[ˈhɘ(ː)nɕʰin]	[ˈhɘ(ː)nɕʰin]	承诺 (人际关系)
헌정	onkot	onkot	献辞 (人际关系)
희생	[çisʰɛŋ]	[çisʰɛŋ]	牺牲 (人际关系)
타협	[ˈtʰa̠(ː)ʝʌ̹p̚]	[ˈtʰa̠(ː)ʝʌ̹p̚]	妥协 (人际关系)
공감	[ˈko̞(ː)ŋɡa̠m]	[ˈko̞(ː)ŋɡa̠m]	Empathy 同理心 (人际关系)
애정	[ˈɛ(ː)d͡ʑʌ̹ŋ]	[ˈɛ(ː)d͡ʑʌ̹ŋ]	好感 (人际关系)
따뜻함	tatetang	tatetang	温暖 (人际关系)
친밀함	pinmimang	pinmimang	Closeness (人际关系)
유대	[judɛ]	[judɛ]	Bond（押金） (人际关系)
연결	[jʌ̹nɡjʌ̹ɭ]	[jʌ̹nɡjʌ̹ɭ]	连接方式 (人际关系)
케미	[kʰe̞mi]	[kʰe̞mi]	化学 (人际关系)
도매	[to̞mɛ]	[to̞mɛ]	批发 (购物)
소매	[sʰo̞mɛ]	[sʰo̞mɛ]	零售 (购物)
보증	[po̞d͡ʑɯŋ]	[po̞d͡ʑɯŋ]	质保期 (购物)
불만	[puɭma̠n]	[puɭma̠n]	投诉 (购物)
환불	[ɸwa̠nbuɭ]	[ɸwa̠nbuɭ]	退款 (购物)
중고	[t͡ɕuŋɡo̞]	[t͡ɕuŋɡo̞]	二手设备 (购物)
빈티지	piniki	piniki	葡萄酒 (购物)
경매	[ˈkjɘ(ː)ŋmɛ]	[ˈkjɘ(ː)ŋmɛ]	投拍 (购物)
입찰	[ip̚t͡ɕʰa̠ɭ]	[ip̚t͡ɕʰa̠ɭ]	竞标 (购物)
재입고	kechingku	kechingku	补货 (购物)
베스트셀러	[pe̞sʰɯtʰɯsʰe̞ɭɭʌ̹]	[pe̞sʰɯtʰɯsʰe̞ɭɭʌ̹]	畅销书 (购物)
칠면조	[t͡ɕʰiɭmjʌ̹ɲd͡ʑo̞]	[t͡ɕʰiɭmjʌ̹ɲd͡ʑo̞]	火鸡 (动物)
얼룩말	[ʌ̹ɭɭuŋma̠ɭ]	[ʌ̹ɭɭuŋma̠ɭ]	斑马 (动物)
고릴라	[ko̞ɾiɭɭa̠]	[ko̞ɾiɭɭa̠]	大猩猩 (动物)
캥거루	[kʰɛŋɡʌ̹ɾu]	[kʰɛŋɡʌ̹ɾu]	袋鼠 (动物)
문어	[munʌ̹]	[munʌ̹]	章鱼 (动物)
랍스터	rangngeo	rangngeo	龙虾 (动物)
굴	[ku(ː)ɭ]	[ku(ː)ɭ]	牡蛎 (动物)
불가사리	[puɭɡa̠sʰa̠ɾi]	[puɭɡa̠sʰa̠ɾi]	海星 (动物)
해파리	[ˈhɛ(ː)pʰa̠ɾi]	[ˈhɛ(ː)pʰa̠ɾi]	水母 (动物)
플라밍고	emramitku	emramitku	红鹤 (动物)
공작	[ˈko̞(ː)ŋd͡ʑa̠k̚]	[ˈko̞(ː)ŋd͡ʑa̠k̚]	孔雀 (动物)
지렁이	[ˈt͡ɕi(ː)ɾʌ̹ŋi]	[ˈt͡ɕi(ː)ɾʌ̹ŋi]	蚯蚓 (动物)
딱정벌레	takkotpomre	takkotpomre	甲虫 (动物)
바퀴벌레	[pa̠kʰɥibʌ̹ɭɭe̞]	[pa̠kʰɥibʌ̹ɭɭe̞]	蟑螂 (动物)
너구리	[nʌ̹ɡuɾi]	[nʌ̹ɡuɾi]	浣熊 (动物)
고슴도치	[ko̞sʰɯmdo̞t͡ɕʰi]	[ko̞sʰɯmdo̞t͡ɕʰi]	刺猬 (动物)
두더지	[tudʌ̹d͡ʑi]	[tudʌ̹d͡ʑi]	鼹鼠 (动物)
수달	[sʰuda̠ɭ]	[sʰuda̠ɭ]	水獭 (动物)
물범	[muɭbʌ̹m]	[muɭbʌ̹m]	海豹 (动物)
북극곰	[puk̚k͈ɯk̚k͈o̞m]	[puk̚k͈ɯk̚k͈o̞m]	北极熊 (动物)
낙타	[na̠k̚tʰa̠]	[na̠k̚tʰa̠]	骆驼 (动物)
치타	[t͡ɕʰitʰa̠]	[t͡ɕʰitʰa̠]	猎豹 (动物)
표범	[pʰjobʌ̹m]	[pʰjobʌ̹m]	豹 (动物)
흰동가리	[çindo̞ŋɡa̠ɾi]	[çindo̞ŋɡa̠ɾi]	小丑鱼 (动物)
바다거북	[pa̠da̠ɡʌ̹buk̚]	[pa̠da̠ɡʌ̹buk̚]	海龟 (动物)
해마	[ˈhɛ(ː)ma̠]	[ˈhɛ(ː)ma̠]	海马 (动物)
진도개	kintuke	kintuke	珍岛犬 (动物)
두루미	[tuɾumi]	[tuɾumi]	鹤 (动物)
눈꺼풀	[nunk͈ʌ̹pʰuɭ]	[nunk͈ʌ̹pʰuɭ]	眼皮 (身体部位)
속눈썹	[ˈsʰo̞(ː)ŋnuns͈ʌ̹p̚]	[ˈsʰo̞(ː)ŋnuns͈ʌ̹p̚]	眼睫毛 (身体部位)
콧구멍	[kʰo̞t̚k͈umʌ̹ŋ]	[kʰo̞t̚k͈umʌ̹ŋ]	鼻孔 (身体部位)
턱뼈	[tʰʌ̹k̚p͈jʌ̹]	[tʰʌ̹k̚p͈jʌ̹]	下颚 (身体部位)
손바닥	[sʰo̞np͈a̠da̠k̚]	[sʰo̞np͈a̠da̠k̚]	手掌 (身体部位)
엄지손가락	[ʌ̹md͡ʑisʰo̞nɡa̠ɾa̠k̚]	[ʌ̹md͡ʑisʰo̞nɡa̠ɾa̠k̚]	拇指 (身体部位)
검지손가락	kongkingunkarak	kongkingunkarak	食指 (身体部位)
중지손가락	kitkingunkarak	kitkingunkarak	中指 (身体部位)
약지손가락	chyakkingunkarak	chyakkingunkarak	无名指 (身体部位)
새끼손가락	[sʰɛk͈isʰo̞nɡa̠ɾa̠k̚]	[sʰɛk͈isʰo̞nɡa̠ɾa̠k̚]	小指 (身体部位)
유방	[juba̠ŋ]	[juba̠ŋ]	乳房 (身体部位)
척추	[t͡ɕʰʌ̹k̚t͡ɕʰu]	[t͡ɕʰʌ̹k̚t͡ɕʰu]	脊椎 (身体部位)
위	[ɥi]	[ɥi]	胃 (身体部位)
배꼽	[pɛk͈o̞p̚]	[pɛk͈o̞p̚]	肚脐 (身体部位)
넓적다리	[nʌ̹p̚t͡ɕ͈ʌ̹k̚t͈a̠ɾi]	[nʌ̹p̚t͡ɕ͈ʌ̹k̚t͈a̠ɾi]	大腿 (身体部位)
정강이	[t͡ɕʌ̹ŋɡa̠ŋi]	[t͡ɕʌ̹ŋɡa̠ŋi]	胫골 (身体部位)
발뒤꿈치	[pa̠ɭt͈ɥik͈umt͡ɕʰi]	[pa̠ɭt͈ɥik͈umt͡ɕʰi]	脚跟 (身体部位)
발톱	[pa̠ɭtʰo̞p̚]	[pa̠ɭtʰo̞p̚]	趾甲 (身体部位)
근육	[kɯɲuk̚]	[kɯɲuk̚]	肌肉 (身体部位)
뼈	[p͈jʌ̹]	[p͈jʌ̹]	骨头 (身体部位)
관절	[kwa̠ɲd͡ʑʌ̹ɭ]	[kwa̠ɲd͡ʑʌ̹ɭ]	关节 (身体部位)
폐	[pʰje̞(ː)]	[pʰje̞(ː)]	肺 (身体部位)
간	[ka̠n]	[ka̠n]	肝脏 (身体部位)
신장	[ɕʰiɲd͡ʑa̠ŋ]	[ɕʰiɲd͡ʑa̠ŋ]	肾脏 (身体部位)
뇌	[nwe̞(ː)]	[nwe̞(ː)]	大脑 (身体部位)
지방	[t͡ɕiba̠ŋ]	[t͡ɕiba̠ŋ]	脂肪 (身体部位)
침	[t͡ɕʰim]	[t͡ɕʰim]	唾液 (身体部位)
맥박	[mɛk̚p͈a̠k̚]	[mɛk̚p͈a̠k̚]	脉搏 (身体部位)
자세	[t͡ɕa̠sʰe̞]	[t͡ɕa̠sʰe̞]	姿势 (身体部位)
주손	kingun	kingun	惯用手 (身体部位)
상체	[ˈsʰa̠(ː)ŋt͡ɕʰe̞]	[ˈsʰa̠(ː)ŋt͡ɕʰe̞]	上半截身子 (身体部位)
하체	[ˈha̠(ː)t͡ɕʰe̞]	[ˈha̠(ː)t͡ɕʰe̞]	下盘 (身体部位)
몸통	[mo̞mtʰo̞ŋ]	[mo̞mtʰo̞ŋ]	躯干 (身体部位)
팔다리	[pʰa̠ɭda̠ɾi]	[pʰa̠ɭda̠ɾi]	四肢 (身体部位)
장기	[ˈt͡ɕa̠(ː)ŋɡi]	[ˈt͡ɕa̠(ː)ŋɡi]	器官 (身体部位)
체형	[t͡ɕʰe̞ʝʌ̹ŋ]	[t͡ɕʰe̞ʝʌ̹ŋ]	Body Shape (身体部位)
근육질의	kenchwkkimchy	kenchwkkimchy	肌肉 (身体部位)
유연성	chwchyonngot	chwchyonngot	形态切换 (身体部位)
쌍꺼풀	[s͈a̠ŋk͈ʌ̹pʰuɭ]	[s͈a̠ŋk͈ʌ̹pʰuɭ]	双眼皮 (身体部位)
외꺼풀	chwikoim	chwikoim	Monolid (身体部位)
보조개	[po̞d͡ʑo̞ɡɛ]	[po̞d͡ʑo̞ɡɛ]	酒窝 (身体部位)
주근깨	[t͡ɕuɡɯnk͈ɛ]	[t͡ɕuɡɯnk͈ɛ]	雀斑 (身体部位)
산호색	[sʰa̠nβo̞sʰɛk̚]	[sʰa̠nβo̞sʰɛk̚]	珊瑚色 (颜色和形状)
진빨강	kinsamkat	kinsamkat	深红色 (颜色和形状)
연파랑	chyonarat	chyonarat	浅蓝色 (颜色与形状)
진초록	kinpuruk	kinpuruk	深绿色 (颜色与形状)
아이보리	chachipuri	chachipuri	象牙白 (颜色与形状)
크림색	heringngek	heringngek	奶油色 (颜色与形状)
터키석색	ohingokngek	ohingokngek	绿松石色 (颜色与形状)
자홍색	kautngek	kautngek	品红色 (颜色与形状)
제비꽃색	kepikutngek	kepikutngek	紫罗兰色 (颜色与形状)
남색	[na̠msʰɛk̚]	[na̠msʰɛk̚]	靛蓝色 (颜色与形状)
밤색	[ˈpa̠(ː)msʰɛk̚]	[ˈpa̠(ː)msʰɛk̚]	栗色 (颜色与形状)
올리브색	chumripengek	chumripengek	橄榄绿 (颜色与形状)
청록색	potrukngek	potrukngek	蓝绿色 (颜色与形状)
장미색	katmingek	katmingek	玫瑰色 (颜色与形状)
라벤더색	rapentongek	rapentongek	薰衣草色 (颜色与形状)
복숭아색	pukngitchangek	pukngitchangek	桃子色 (颜色与形状)
라일락색	rachimrakngek	rachimrakngek	淡紫色 (颜色与形状)
초승달	[t͡ɕʰo̞sʰɯŋt͈a̠ɭ]	[t͡ɕʰo̞sʰɯŋt͈a̠ɭ]	新月 (颜色与形状)
오각형	[ˈo̞(ː)ɡa̠cçʌ̹ŋ]	[ˈo̞(ː)ɡa̠cçʌ̹ŋ]	五边形 (颜色与形状)
육각형	[juk̚k͈a̠cçʌ̹ŋ]	[juk̚k͈a̠cçʌ̹ŋ]	六边形 (颜色与形状)
팔각형	[pʰa̠ɭɡa̠cçʌ̹ŋ]	[pʰa̠ɭɡa̠cçʌ̹ŋ]	八边形 (颜色与形状)
구	[ku]	[ku]	球体 (颜色与形状)
정육면체	[ˈt͡ɕɘ(ː)ŋɲuŋmjʌ̹ɲt͡ɕʰe̞]	[ˈt͡ɕɘ(ː)ŋɲuŋmjʌ̹ɲt͡ɕʰe̞]	立方体 (颜色与形状)
원기둥	[wʌ̹nɡiduŋ]	[wʌ̹nɡiduŋ]	圆柱体 (颜色与形状)
원뿔	[wʌ̹np͈uɭ]	[wʌ̹np͈uɭ]	圆锥体 (颜色与形状)
피라미드	[pʰiɾa̠midɯ]	[pʰiɾa̠midɯ]	金字塔 (颜色与形状)
나선	[na̠sʰʌ̹n]	[na̠sʰʌ̹n]	螺旋 (颜色与形状)
수평	[sʰupʰjʌ̹ŋ]	[sʰupʰjʌ̹ŋ]	水平 (颜色与形状)
수직	ngikik	ngikik	垂直 (颜色与形状)
대각선	tekakngon	tekakngon	对角线 (颜色与形状)
평행	[pʰjʌ̹ŋɦɛŋ]	[pʰjʌ̹ŋɦɛŋ]	平行 (颜色与形状)
뾰족한	sykukan	sykukan	尖锐 (颜色与形状)
단단한	tantanan	tantanan	实心 (颜色与形状)
